delta,delta_log2,frequency,density,cumulative_density
39/5,2.9634741239748865,7668,0.0001508037794243,0.9703519336985497
5/39,-2.9634741239748865,7543,0.0001483454496867,0.9705002791482363
10/33,-1.7224660244710912,7508,0.0001476571173601,0.9706479362655964
31/11,1.4947646917495785,7507,0.0001476374507222,0.9707955737163186
11/31,-1.4947646917495778,7488,0.0001472637846021,0.9709428375009207
30/13,1.2064508774674263,7487,0.0001472441179642,0.9710900816188849
13/30,-1.2064508774674263,7469,0.000146890118482,0.9712369717373669
33/10,1.7224660244710912,7273,0.0001430354574534,0.9713800071948203
15/29,-0.9510903995190536,7267,0.000142917457626,0.9715229246524463
19/23,-0.2756344426134273,7213,0.0001418554591794,0.9716647801116257
23/19,0.2756344426134273,7128,0.0001401837949578,0.9718049639065836
29/15,0.9510903995190536,7086,0.0001393577961659,0.9719443217027495
17/28,-0.7198920808072649,7086,0.0001393577961659,0.9720836794989154
28/17,0.7198920808072646,7078,0.0001392004630627,0.9722228799619781
10/7,0.5145731728297582,7016,0.0001379811315129,0.972360861093491
31/14,1.1468413883292712,6935,0.0001363881338429,0.9724972492273338
14/31,-1.1468413883292712,6859,0.0001348934693624,0.9726321426966962
17/24,-0.4974996594708167,6774,0.0001332218051409,0.972765364501837
24/17,0.4974996594708168,6768,0.0001331038053135,0.9728984683071505
7/10,-0.5145731728297583,6740,0.0001325531394522,0.9730310214466027
7/38,-2.440572591385981,6738,0.0001325138061764,0.9731635352527791
25/18,0.4739311883324123,6686,0.0001314911410056,0.9732950263937847
38/7,2.440572591385981,6660,0.0001309798084202,0.973426006202205
2/39,-4.285402218862249,6616,0.0001301144763525,0.9735561206785575
39/2,4.285402218862248,6607,0.0001299374766114,0.9736860581551688
12/29,-1.273018494406416,6529,0.0001284034788551,0.973814461634024
11/34,-1.6280312226130422,6481,0.0001274594802359,0.9739419211142598
18/25,-0.4739311883324124,6473,0.0001273021471327,0.9740692232613926
40/3,3.736965594166207,6468,0.0001272038139432,0.9741964270753357
29/12,1.273018494406416,6447,0.0001267908145473,0.974323217889883
3/40,-3.736965594166207,6444,0.0001267318146335,0.9744499497045165
34/11,1.6280312226130422,6420,0.0001262598153239,0.9745762095198404
21/23,-0.1312445332782526,6392,0.0001257091494627,0.9747019186693031
8/33,-2.0443941193584534,6260,0.0001231131532598,0.9748250318225629
21/22,-0.0671141958585369,6218,0.0001222871544679,0.9749473189770308
22/21,0.067114195858537,6209,0.0001221101547268,0.9750694291317576
23/21,0.1312445332782527,6204,0.0001220118215373,0.9751914409532949
26/19,0.4525122046975067,6194,0.0001218151551583,0.9753132561084532
19/26,-0.4525122046975068,6192,0.0001217758218825,0.9754350319303358
33/8,2.0443941193584534,6153,0.0001210088230044,0.9755560407533401
9/32,-1.830074998557688,6119,0.0001203401573157,0.9756763809106558
1/41,-5.357552004618084,6069,0.0001193568254207,0.9757957377360765
32/13,1.299560281858908,6051,0.0001190028259385,0.975914740562015
38/3,3.6629650127224296,6008,0.0001181571605087,0.9760328977225237
32/9,1.830074998557688,6001,0.0001180194940434,0.9761509172165671
23/18,0.3536369546147004,5999,0.0001179801607676,0.9762688973773347
18/23,-0.3536369546147004,5990,0.0001178031610265,0.9763867005383612
13/32,-1.2995602818589078,5982,0.0001176458279233,0.9765043463662845
21/25,-0.2515387669959645,5949,0.0001169968288726,0.976621343195157
41,5.357552004618084,5944,0.0001168984956831,0.9767382416908401
25/21,0.2515387669959644,5941,0.0001168394957694,0.9768550811866095
3/38,-3.6629650127224296,5848,0.0001150104984446,0.9769700916850541
23/22,0.0641303374197155,5825,0.0001145581657729,0.977084649850827
22/23,-0.0641303374197155,5822,0.0001144991658592,0.9771991490166861
16/29,-0.8579809951275721,5682,0.000111745836553,0.9773108948532392
29/16,0.8579809951275721,5511,0.000108382841472,0.9774192776947112
36/7,2.3625700793847084,5489,0.0001079501754382,0.9775272278701493
7/36,-2.3625700793847084,5414,0.0001064751775956,0.977633703047745
44,5.459431618637297,5391,0.0001060228449239,0.9777397258926689
37/8,2.20945336562895,5342,0.0001050591796667,0.9778447850723356
8/37,-2.2094533656289497,5331,0.0001048428466498,0.9779496279189854
12/35,-1.5443205162238105,5327,0.0001047641800982,0.9780543920990836
35/12,1.5443205162238105,5311,0.0001044495138918,0.9781588416129754
42,5.392317422778761,5267,0.0001035841818242,0.9782624257947996
1/44,-5.459431618637297,5256,0.0001033678488072,0.9783657936436068
1/42,-5.392317422778761,5242,0.0001030925158766,0.9784688861594834
34/9,1.9175378398080272,5156,0.0001014011850172,0.9785702873445006
13/35,-1.4288432988038742,5145,0.0001011848520002,0.9786714721965007
35/13,1.4288432988038744,5137,0.000101027518897,0.9787724997153977
4/41,-3.357552004618084,5132,0.0001009291857075,0.9788734289011052
42/5,3.070389327891398,5122,0.0001007325193285,0.9789741614204337
9/34,-1.9175378398080272,5078,9.986718726092744e-05,0.9790740286076947
27/17,0.6674246609131291,5062,9.955252105451254e-05,0.9791735811287492
5/42,-3.070389327891398,5044,9.919852157229578e-05,0.9792727796503214
41/4,3.357552004618084,5041,9.9139521658593e-05,0.9793719191719801
43/2,4.426264754702098,5001,9.835285614255574e-05,0.9794702720281226
17/27,-0.6674246609131291,5000,9.833318950465482e-05,0.9795686052176273
24/19,0.3370349872775706,4986,9.80578565740418e-05,0.9796666630742014
19/24,-0.3370349872775707,4970,9.774319036762688e-05,0.979764406264569
15/31,-1.0473057147783569,4869,9.575685993963286e-05,0.9798601631245086
2/43,-4.426264754702098,4844,9.526519399210958e-05,0.9799554283185007
4/39,-3.2854022188622487,4807,9.453752838977514e-05,0.9800499658468904
39/4,3.2854022188622487,4770,9.380986278744068e-05,0.9801437757096778
31/15,1.0473057147783569,4710,9.262986451338484e-05,0.9802364055741912
12/31,-1.369233809665719,4625,9.09582002918057e-05,0.980327363774483
31/12,1.3692338096657193,4585,9.017153477576848e-05,0.9804175353092588
27/16,0.7548875021634686,4529,8.907020305331633e-05,0.9805066055123121
6/37,-2.6244908649077936,4513,8.875553684690143e-05,0.980595361049159
17/30,-0.8194277543581792,4455,8.761487184864744e-05,0.9806829759210076
15/32,-1.0931094043914815,4451,8.753620529704373e-05,0.9807705121263046
37/6,2.6244908649077936,4450,8.751653865914278e-05,0.9808580286649637
30/19,0.658963082164933,4441,8.733953891803441e-05,0.9809453682038818
3/41,-3.772589503896928,4430,8.712320590112417e-05,0.9810324914097829
16/27,-0.7548875021634686,4424,8.700520607371858e-05,0.9811194966158566
30/17,0.8194277543581792,4405,8.663153995360089e-05,0.9812061281558102
34/15,1.1805722456418208,4393,8.639554029878972e-05,0.981292523696109
27/20,0.4329594072761063,4374,8.602187417867203e-05,0.9813785455702877
41/3,3.7725895038969273,4371,8.596287426496925e-05,0.9814645084445527
15/34,-1.180572245641821,4345,8.545154167954504e-05,0.9815499599862322
19/30,-0.6589630821649332,4341,8.537287512794131e-05,0.9816353328613601
32/15,1.0931094043914815,4340,8.535320849004038e-05,0.9817206860698501
39/10,1.9634741239748856,4331,8.5176208748932e-05,0.981805862278599
20/27,-0.4329594072761063,4326,8.507787555942735e-05,0.9818909401541585
45,5.491853096329675,4322,8.499920900782363e-05,0.9819759393631663
10/39,-1.9634741239748863,4286,8.429121004339011e-05,0.9820602305732097
1/45,-5.491853096329675,4264,8.385854400956963e-05,0.9821440891172193
7/39,-2.478047296804644,4258,8.374054418216405e-05,0.9822278296614014
33/14,1.2370391973008494,4225,8.309154513143332e-05,0.9823109212065328
14/33,-1.2370391973008494,4223,8.305221185563146e-05,0.9823939734183885
39/7,2.478047296804644,4222,8.303254521773053e-05,0.9824770059636062
21/29,-0.4656635723488118,4214,8.287521211452308e-05,0.9825598811757207
9/40,-2.15200309344505,4162,8.185254694367467e-05,0.9826417337226644
40/9,2.15200309344505,4105,8.07315485833216e-05,0.9827224652712477
13/4,1.7004397181410922,4031,7.927621737865271e-05,0.9828017414886264
29/21,0.4656635723488118,3982,7.83125521215071e-05,0.982880054040748
25/24,0.0588936890535686,3979,7.82535522078043e-05,0.9829583075929558
13/33,-1.3439544012173612,3972,7.811588574249779e-05,0.9830364234786982
2/45,-4.491853096329675,3971,7.809621910459686e-05,0.9831145196978028
23/25,-0.1202942337177117,3947,7.762421979497451e-05,0.9831921439175978
33/13,1.3439544012173612,3938,7.744722005386614e-05,0.9832695911376517
24/25,-0.0588936890535685,3932,7.732922022646055e-05,0.9833469203578781
25/23,0.1202942337177117,3920,7.709322057164938e-05,0.9834240135784498
39/11,1.8259706002249512,3905,7.679822100313541e-05,0.9835008117994529
45/2,4.491853096329675,3887,7.644422152091865e-05,0.9835772560209738
21/26,-0.3081222953623319,3885,7.640488824511679e-05,0.9836536609092189
26/21,0.3081222953623319,3848,7.567722264278234e-05,0.9837293381318617
11/39,-1.8259706002249512,3828,7.528388988476373e-05,0.9838046220217465
4/13,-1.7004397181410922,3815,7.502822359205163e-05,0.9838796502453385
17/33,-0.956931278108114,3727,7.32975594567697e-05,0.9839529478047953
4/45,-3.491853096329675,3648,7.174389506259615e-05,0.9840246916998578
33/17,0.956931278108114,3631,7.140956221828033e-05,0.9840961012620761
43/5,3.104336659814736,3618,7.115389592556823e-05,0.9841672551580017
5/43,-3.104336659814736,3603,7.085889635705426e-05,0.9842381140543588
45/4,3.491853096329675,3576,7.032789713372913e-05,0.9843084419514925
27/19,0.506959988719883,3460,6.804656713722113e-05,0.9843764885186297
16,4.0,3453,6.790890067191461e-05,0.9844443974193016
19/27,-0.506959988719883,3426,6.737790144858948e-05,0.9845117753207502
16/35,-1.1292830169449666,3412,6.710256851797645e-05,0.9845788778892681
35/16,1.1292830169449666,3403,6.692556877686807e-05,0.984645803458045
14/5,1.4854268271702415,3345,6.578490377861407e-05,0.9847115883618236
9/37,-2.039528364186637,3337,6.562757067540663e-05,0.984777215932499
5/14,-1.4854268271702415,3304,6.49785716246759e-05,0.9848421945041237
36/11,1.7104933828050153,3294,6.47819052456666e-05,0.9849069764093693
8/39,-2.2854022188622487,3289,6.468357205616194e-05,0.9849716599814254
1/16,-4.0,3282,6.454590559085542e-05,0.9850362058870163
37/9,2.039528364186637,3267,6.425090602234146e-05,0.9851004567930387
39/8,2.2854022188622487,3239,6.370024016111539e-05,0.9851641570331998
22/27,-0.2954558835261713,3219,6.330690740309677e-05,0.9852274639406029
27/23,0.2313255461064558,3217,6.326757412729492e-05,0.9852907315147302
11/40,-1.8624964762500649,3201,6.295290792088001e-05,0.9853536844226511
27/22,0.2954558835261713,3200,6.293324128297909e-05,0.9854166176639341
11/36,-1.7104933828050153,3188,6.269724162816791e-05,0.9854793149055623
29/18,0.6880559936852598,3186,6.265790835236606e-05,0.9855419728139146
23/27,-0.2313255461064556,3133,6.161557654361671e-05,0.9856035883904583
41/7,2.55019708256048,3117,6.130091033720182e-05,0.9856648893007954
9/41,-2.187627003175771,3103,6.102557740658878e-05,0.985725914878202
18/29,-0.6880559936852597,3100,6.096657749288599e-05,0.9857868814556949
13/36,-1.4694852833012202,3062,6.021924525265061e-05,0.9858471007009476
40/11,1.862496476250065,3061,6.019957861474968e-05,0.9859073002795623
11/37,-1.7500217469916526,3047,5.992424568413665e-05,0.9859672245252464
44/3,3.874469117916141,3040,5.978657921883013e-05,0.9860270111044652
33/16,1.0443941193584534,3019,5.937357982291058e-05,0.9860863846842881
37/11,1.7500217469916526,3015,5.929491327130686e-05,0.9861456795975594
16/33,-1.0443941193584534,3014,5.927524663340592e-05,0.9862049548441928
19/29,-0.6100534816839867,3006,5.911791353019848e-05,0.986264072757723
45/7,2.6844981742720706,2999,5.898024706489196e-05,0.9863230530047878
7/41,-2.55019708256048,2994,5.8881913875387306e-05,0.9863819349186632
12/37,-1.6244908649077934,2970,5.840991456576496e-05,0.986440344833229
24/23,0.0614005446641432,2968,5.83705812899631e-05,0.986498715414519
3/44,-3.874469117916141,2965,5.831158137626031e-05,0.9865570269958952
26/25,0.0565835283663675,2964,5.8291914738359374e-05,0.9866153189106336
3/43,-3.841302253980942,2963,5.8272248100458445e-05,0.9866735911587341
41/9,2.187627003175771,2958,5.817391491095379e-05,0.986731765073645
25/26,-0.0565835283663674,2958,5.817391491095379e-05,0.9867899389885559
7/45,-2.6844981742720706,2954,5.809524835935007e-05,0.9868480342369153
36/13,1.4694852833012202,2951,5.803624844564727e-05,0.9869060704853609
43/3,3.841302253980942,2943,5.787891534243983e-05,0.9869639494007034
37/12,1.6244908649077938,2943,5.787891534243983e-05,0.9870218283160459
29/19,0.6100534816839867,2940,5.781991542873704e-05,0.9870796482314746
23/24,-0.0614005446641432,2893,5.689558344739328e-05,0.987136543814922
47/3,3.969626350956481,2849,5.603025137975232e-05,0.9871925740663018
20/31,-0.632268215499513,2786,5.479125319199366e-05,0.9872473653194938
3/47,-3.969626350956481,2775,5.4574920175083424e-05,0.9873019402396689
38/9,2.078002512001273,2772,5.451592026138063e-05,0.9873564561599303
31/20,0.632268215499513,2767,5.441758707187597e-05,0.9874108737470022
9/38,-2.078002512001273,2745,5.398492103805549e-05,0.9874648586680402
31/18,0.784271308944563,2740,5.388658784855084e-05,0.9875187452558888
41/6,2.772589503896928,2730,5.368992146954153e-05,0.9875724351773584
5/46,-3.2016338611696504,2710,5.329658871152291e-05,0.9876257317660699
35/18,0.959358015502654,2685,5.280492276399964e-05,0.987678536688834
18/31,-0.7842713089445629,2680,5.2706589574494985e-05,0.9877312432784084
18/35,-0.9593580155026544,2665,5.241159000598102e-05,0.9877836548684145
7/44,-2.652076696579693,2650,5.211659043746705e-05,0.9878357714588519
17/31,-0.8667334691365359,2644,5.199859061006147e-05,0.987887770049462
46/5,3.2016338611696504,2644,5.199859061006147e-05,0.9879397686400722
3/46,-3.938599455335857,2637,5.186092414475495e-05,0.9879916295642169
43/6,2.841302253980942,2637,5.186092414475495e-05,0.9880434904883617
6/43,-2.841302253980942,2633,5.178225759315123e-05,0.9880952727459549
46/3,3.938599455335857,2624,5.160525785204285e-05,0.988146878003807
10/41,-2.035623909730721,2623,5.158559121414192e-05,0.9881984635950211
41/10,2.035623909730721,2621,5.154625793834006e-05,0.9882500098529594
6/41,-2.772589503896928,2609,5.131025828352888e-05,0.9883013201112429
15/37,-1.3025627700204312,2556,5.026792647477954e-05,0.9883515880377177
31/17,0.8667334691365357,2551,5.0169593285274885e-05,0.988401757631003
33/20,0.722466024471091,2550,5.014992664737396e-05,0.9884519075576504
37/15,1.3025627700204314,2544,5.003192681996837e-05,0.9885019394844704
27/25,0.1110313123887439,2536,4.9874593716760926e-05,0.9885518140781872
44/7,2.652076696579693,2532,4.97959271651572e-05,0.9886016100053523
1/50,-5.643856189774724,2510,4.936326113133672e-05,0.9886509732664837
37/14,1.4020984435713455,2498,4.912726147652555e-05,0.9887001005279602
48,5.584962500721157,2479,4.8753595356407856e-05,0.9887488541233166
35/19,0.8813555035013809,2477,4.8714262080606e-05,0.9887975683853972
20/33,-0.7224660244710911,2466,4.849792906369576e-05,0.9888460663144609
50,5.643856189774724,2463,4.843892914999296e-05,0.9888945052436109
19/35,-0.881355503501381,2453,4.824226277098365e-05,0.9889427475063819
25/27,-0.1110313123887438,2436,4.790792992666783e-05,0.9889906554363086
1/48,-5.584962500721157,2436,4.790792992666783e-05,0.9890385633662353
42/13,1.6918777046376683,2416,4.7514597168649206e-05,0.989086077963404
7/13,-0.8930847960834882,2385,4.6904931393720345e-05,0.9891329828947977
13/42,-1.691877704637668,2365,4.651159863570173e-05,0.9891794944934333
28/23,0.2837929660005913,2361,4.6432932084098006e-05,0.9892259274255174
14/37,-1.4020984435713455,2345,4.611826587768311e-05,0.989272045691395
23/28,-0.2837929660005913,2337,4.596093277447566e-05,0.9893180066241695
13/7,0.8930847960834882,2325,4.572493311966449e-05,0.9893637315572892
5/49,-3.292781749227846,2309,4.54102669132496e-05,0.9894091418242025
38/15,1.341036917835067,2282,4.487926768992446e-05,0.9894540210918924
3/49,-4.029747343394052,2272,4.468260131091515e-05,0.9894987036932034
15/38,-1.341036917835067,2262,4.448593493190584e-05,0.9895431896281353
49/5,3.292781749227846,2256,4.436793510450025e-05,0.9895875575632398
23/30,-0.3833286395515056,2253,4.430893519079746e-05,0.9896318664984306
47,5.554588851677638,2246,4.4171268725490944e-05,0.9896760377671561
30/23,0.3833286395515056,2225,4.375826932957139e-05,0.9897197960364856
1/47,-5.554588851677638,2221,4.367960277796767e-05,0.9897634756392636
34/21,0.6951454184715792,2199,4.324693674414719e-05,0.9898067225760078
45/8,2.4918530963296748,2194,4.314860355464253e-05,0.9898498711795624
49/3,4.029747343394052,2182,4.2912603899831365e-05,0.9898927837834622
27/28,-0.0524674198941355,2174,4.275527079662392e-05,0.9899355390542589
29/22,0.3985493764902748,2169,4.265693760711926e-05,0.989978195991866
50/3,4.058893689053568,2158,4.244060459020902e-05,0.9900206365964562
28/27,0.0524674198941354,2152,4.232260476280343e-05,0.990062959201219
49/2,4.614709844115208,2151,4.23029381249025e-05,0.9901052621393439
21/34,-0.6951454184715791,2142,4.2125938383794125e-05,0.9901473880777277
7/48,-2.777607578663552,2124,4.1771938901577366e-05,0.9901891600166293
13/38,-1.5474877953024933,2123,4.175227226367644e-05,0.9902309122888929
21/31,-0.561878887608115,2122,4.17326056257755e-05,0.9902726448945187
8/45,-2.4918530963296748,2088,4.1063939937143854e-05,0.9903137088344559
2/49,-4.614709844115208,2083,4.09656067476392e-05,0.9903546744412035
